ORF,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,Functional_Category
Rv0050,1.0,1.0,1.0,0.32812,1.0,0.53062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0798,1.0,1.0,0.05596,1.0,0.99214,0.09305,1.0,0.0,1.0,0.8887200000000001,0.48561,1.0,0.0,0.48947,1.0,0.8700700000000001,0.0991,1.0,1.0,1.0,1.0,1.0,0.31569,0.266,1.0,0.0,0.0,1.0,1.0,1.0,0.97527,1.0,0.00608,1.0,1.0,0.0,0.0,1.0,0.6248,0.0,1.0,1.0,1.0,1.0,1.0,0.20185,0.75907,1.0,0.0,0.71465,cell wall and cell processes
Rv0051,1.0,1.0,1.0,1.0,1.0,0.27389,1.0,1.0,1.0,1.0,0.09208,0.68775,1.0,0.16003,0.33041,0.8285,0.6954600000000001,1.0,0.96225,1.0,0.96594,0.78657,1.0,0.016880000000000003,0.11351,1.0,0.0,0.00411,1.0,1.0,0.19396,0.74884,1.0,1.0,1.0,1.0,1.0,0.5985,1.0,0.30185,1.0,0.76866,1.0,1.0,0.62087,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56061,1.0,0.6463800000000001,1.0,0.61866,cell wall and cell processes
Rv0053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99343,0.65025,0.3661,0.95564,1.0,0.5364300000000001,0.58607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,information pathways
Rv0054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0055,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69975,0.94083,0.90907,0.92847,1.0,0.96699,0.96116,1.0,0.9884,1.0,0.4555,0.6400100000000001,1.0,0.85557,0.56497,1.0,0.84403,0.6879,1.0,1.0,1.0,1.0,1.0,0.83154,1.0,1.0,0.77047,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,0.59554,0.98484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70398,1.0,1.0,1.0,1.0,information pathways
Rv0056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65825,1.0,1.0,1.0,1.0,1.0,0.71554,0.81557,0.50465,1.0,1.0,1.0,0.5732,0.51805,1.0,0.03306,0.86179,1.0,1.0,0.35073000000000004,1.0,0.34151,0.87579,1.0,0.50532,1.0,1.0,1.0,0.6654,0.91887,1.0,0.5762,0.72253,0.1082,0.35700000000000004,1.0,1.0,1.0,0.72859,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20549,0.12519,information pathways
Rv0058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5767800000000001,1.0,0.95292,1.0,0.7238899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,information pathways
Rv0062,1.0,1.0,1.0,1.0,1.0,0.68104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95912,1.0,0.97849,1.0,1.0,0.75545,1.0,0.7733300000000001,1.0,0.207,0.24427,1.0,1.0,0.4124,1.0,0.6281399999999999,0.2471,1.0,1.0,1.0,1.0,1.0,0.97651,1.0,1.0,0.0,0.98115,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40556,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0063,1.0,1.0,1.0,1.0,1.0,0.28326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97581,1.0,0.98209,0.8327,1.0,1.0,1.0,1.0,0.99003,1.0,0.66823,1.0,1.0,0.3857,0.6955600000000001,1.0,0.22755,0.07647999999999999,0.8650399999999999,1.0,1.0,1.0,1.0,0.66564,1.0,1.0,0.28449,1.0,1.0,1.0,1.0,0.86887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8822399999999999,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0064,1.0,1.0,1.0,1.0,1.0,0.86605,1.0,1.0,0.93553,1.0,1.0,1.0,1.0,0.14862,0.0095,0.8567,0.02418,0.7398100000000001,0.6117600000000001,1.0,0.29469,0.18598,1.0,0.01577,0.86179,1.0,0.97192,0.53181,1.0,0.3034,0.4727,0.8286600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2263,0.42738,1.0,1.0,1.0,0.5728300000000001,1.0,0.72893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0065,1.0,1.0,1.0,1.0,1.0,0.42666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99634,0.7472,1.0,1.0,1.0,1.0,0.7742600000000001,1.0,0.11007,0.76437,1.0,1.0,0.31119,1.0,0.58683,0.8652299999999999,1.0,0.68567,1.0,1.0,1.0,0.91345,1.0,1.0,0.99153,1.0,0.26746,0.13445,1.0,1.0,1.0,0.86303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73478,1.0,1.0,0.8709600000000001,0.8987200000000001,1.0,0.21124,1.0,"virulence, detoxification, adaptation"
Rv0066c,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.23023,0.06315,1.0,0.20869,1.0,0.87954,0.47789,0.22252,0.0,1.0,0.00243,1.0,1.0,0.0,1.0,1.0,0.006999999999999999,1.0,1.0,0.42092,1.0,1.0,1.0,0.25035,0.8358399999999999,1.0,0.01149,0.0,1.0,1.0,1.0,0.01552,1.0,0.0,1.0,0.01331,0.0061600000000000005,0.05,1.0,1.0,1.0,0.28608,1.0,0.66041,0.3465,1.0,1.0,1.0,1.0,1.0,0.0,intermediary metabolism and respiration
Rv0067c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70395,0.56807,0.82878,0.8013,1.0,0.46453,0.9374,0.80707,0.00478,1.0,0.98323,0.06435,1.0,1.0,0.18872,1.0,0.23361,0.49321,0.9834,0.33844,1.0,1.0,1.0,0.81909,0.6290100000000001,1.0,0.64283,0.0798,1.0,1.0,1.0,0.91607,1.0,0.97886,1.0,1.0,0.0032,0.04036,1.0,1.0,1.0,1.0,1.0,0.91975,1.0,1.0,0.44354,1.0,1.0,1.0,1.0,regulatory proteins
Rv0068,1.0,1.0,1.0,1.0,1.0,0.66542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88541,0.85613,0.99908,0.94636,1.0,1.0,0.8326399999999999,0.8879799999999999,1.0,1.0,1.0,1.0,1.0,0.31457,0.23314,1.0,0.83339,0.77446,1.0,1.0,1.0,1.0,1.0,0.85565,1.0,1.0,0.91173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0069c,1.0,1.0,1.0,1.0,1.0,0.2823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88049,0.22372,1.0,0.7782100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.8661700000000001,1.0,1.0,1.0,1.0,1.0,0.84403,1.0,1.0,0.76456,1.0,1.0,1.0,0.40196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93503,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0070c,1.0,1.0,1.0,1.0,1.0,0.31204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86656,0.99248,0.51072,0.75157,1.0,0.99214,0.90356,0.87172,1.0,1.0,1.0,1.0,1.0,0.98156,0.94339,1.0,0.09863,0.0991,0.59653,1.0,1.0,1.0,1.0,0.85565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0071,1.0,1.0,1.0,1.0,1.0,0.37013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1047,0.97107,0.31205,0.20869,1.0,0.43092,0.95507,0.75298,0.2475,1.0,0.8853700000000001,0.6892699999999999,1.0,0.05306,1.0,1.0,0.73639,0.4562100000000001,0.96406,0.13927,1.0,1.0,1.0,0.07435,1.0,1.0,1.0,0.93054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74134,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,information pathways
Rv0072,1.0,1.0,1.0,0.97576,1.0,0.83768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03443,0.9553,0.17055,0.0684,0.7398100000000001,0.10127,1.0,1.0,0.99003,1.0,0.99556,1.0,1.0,0.13345,0.29637,1.0,0.92437,0.38572,0.64422,1.0,1.0,1.0,1.0,0.6028399999999999,1.0,1.0,0.94556,0.8707,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41483,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0073,1.0,1.0,1.0,1.0,1.0,0.78264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2339,1.0,0.4647,0.34444,1.0,0.43535,0.8868,0.7416,0.97924,1.0,1.0,0.6901,1.0,1.0,0.70849,1.0,0.7168800000000001,0.72359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7257399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95043,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6872699999999999,1.0,0.46629,0.8705299999999999,1.0,0.74761,0.97874,0.8632700000000001,0.83525,1.0,0.0,0.0266,1.0,0.85557,0.27096,1.0,0.85246,0.74383,1.0,1.0,1.0,1.0,1.0,0.99179,1.0,1.0,0.764,1.0,1.0,1.0,1.0,1.0,1.0,0.51103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84736,1.0,1.0,0.29304,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0076c,1.0,1.0,1.0,1.0,1.0,0.4652600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7613800000000001,0.73725,1.0,1.0,1.0,1.0,0.4716,1.0,0.6704600000000001,0.67792,1.0,0.06873,0.5169100000000001,1.0,0.15455,0.6975,1.0,1.0,1.0,1.0,1.0,0.53973,1.0,1.0,0.6546,1.0,1.0,1.0,1.0,1.0,1.0,0.99065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6905100000000001,1.0,1.0,0.66809,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0077c,1.0,1.0,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3679,0.84326,0.66827,0.9890000000000001,1.0,0.99214,0.8530200000000001,0.62776,0.43275,1.0,0.71872,0.38674,1.0,0.81355,0.55742,1.0,0.40916,0.34152,0.64475,1.0,1.0,1.0,1.0,0.8278,1.0,1.0,0.98301,0.84855,1.0,1.0,1.0,1.0,1.0,0.9975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96019,1.0,1.0,0.20185,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0078,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27747,0.98736,0.87469,0.92761,0.58239,0.6792100000000001,1.0,0.2553,0.6466,1.0,0.35427,0.23041,1.0,0.20055,0.02547,1.0,0.7700100000000001,0.16061,1.0,0.49118,1.0,1.0,1.0,0.6259,1.0,1.0,1.0,0.84,1.0,0.57535,1.0,0.1779,1.0,1.0,1.0,1.0,0.52251,0.99537,1.0,1.0,1.0,1.0,1.0,0.9614,1.0,1.0,0.8456799999999999,1.0,1.0,1.0,0.32106,regulatory proteins
Rv0081,1.0,1.0,1.0,1.0,1.0,0.80016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71253,0.5832,1.0,0.7472,1.0,1.0,1.0,0.97886,0.82842,1.0,0.3849,0.22486,1.0,0.46644,0.18047,1.0,0.0,0.0964,1.0,1.0,1.0,1.0,1.0,0.14082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70495,1.0,0.7614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,regulatory proteins
Rv0082,1.0,1.0,1.0,1.0,1.0,0.67593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22235,1.0,0.70767,0.98429,1.0,0.99214,1.0,1.0,0.99003,1.0,0.4577100000000001,0.64286,1.0,0.85557,0.5381,1.0,0.37542,0.30983,0.96115,1.0,1.0,1.0,1.0,0.15441,1.0,1.0,1.0,0.90778,1.0,1.0,1.0,0.41461,1.0,0.99467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0083,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8612700000000001,0.73773,0.8193799999999999,1.0,1.0,0.74669,0.9119,0.95527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71599,0.96268,1.0,1.0,1.0,1.0,1.0,0.71314,1.0,1.0,1.0,0.7327199999999999,1.0,1.0,1.0,0.99057,1.0,0.98411,1.0,1.0,0.92149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0084,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9362,0.96968,0.99445,0.89795,1.0,1.0,0.8829899999999999,0.64774,0.87226,1.0,1.0,0.8435600000000001,1.0,1.0,0.93452,1.0,0.42684,0.24925,0.7521800000000001,1.0,1.0,1.0,1.0,0.48407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74134,1.0,1.0,0.8464299999999999,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2339,0.17614000000000002,0.01609,0.07815,0.0,0.02602,0.03443,0.01467,1.0,1.0,0.10372,1.0,1.0,0.73917,0.82929,1.0,0.84403,0.63857,1.0,1.0,1.0,1.0,1.0,0.18261,0.38972,1.0,0.65355,1.0,1.0,0.20127,1.0,0.89571,1.0,1.0,1.0,1.0,0.69928,1.0,1.0,1.0,1.0,1.0,1.0,0.8145100000000001,1.0,1.0,0.91181,1.0,1.0,0.5411100000000001,0.44506,intermediary metabolism and respiration
Rv0086,1.0,1.0,1.0,1.0,1.0,0.41757,1.0,1.0,1.0,1.0,1.0,0.9502,1.0,0.89495,1.0,0.99342,0.92798,1.0,1.0,1.0,1.0,0.90766,1.0,0.30011,0.294,1.0,0.81601,0.40323,1.0,0.81839,1.0,0.8753200000000001,1.0,1.0,1.0,1.0,0.6625800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0087,1.0,1.0,1.0,1.0,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82386,0.37427,0.884,0.9165,1.0,1.0,0.9119,0.94234,0.0,1.0,1.0,0.04064,1.0,0.29188000000000003,0.46148,1.0,0.84403,0.4064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8559,1.0,1.0,1.0,0.86887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0088,1.0,1.0,1.0,1.0,1.0,0.48048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98296,0.9988,0.88375,1.0,1.0,0.96225,0.88216,1.0,0.26819,1.0,0.0,0.43553,1.0,0.85557,0.93363,1.0,0.65068,0.71257,1.0,0.69071,1.0,1.0,1.0,0.8102699999999999,0.98427,1.0,1.0,0.7764300000000001,1.0,1.0,1.0,0.14808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17833,lipid metabolism
Rv0089,1.0,1.0,1.0,1.0,1.0,0.81012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56623,1.0,0.96897,0.81682,1.0,0.93055,0.96935,1.0,0.87226,1.0,1.0,0.51885,1.0,0.81601,0.22825,1.0,1.0,0.44799999999999995,0.92214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11163,1.0,1.0,1.0,1.0,0.8708899999999999,1.0,0.78342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72319,1.0,1.0,0.49947,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0090,1.0,1.0,1.0,1.0,1.0,0.59588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64018,1.0,0.99381,0.65352,1.0,1.0,0.80795,1.0,1.0,1.0,1.0,1.0,1.0,0.60573,0.9472,1.0,0.84991,1.0,1.0,1.0,1.0,1.0,1.0,0.77857,1.0,1.0,1.0,0.40745,1.0,0.8288200000000001,1.0,0.95051,1.0,1.0,1.0,1.0,0.75575,1.0,1.0,1.0,1.0,1.0,1.0,0.88079,1.0,1.0,0.75654,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv0091,1.0,1.0,1.0,1.0,1.0,0.67593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80499,0.79352,0.66097,1.0,1.0,1.0,0.8767299999999999,0.91552,1.0,1.0,0.56215,0.81319,1.0,0.78859,0.51698,1.0,0.8596600000000001,0.9863,1.0,1.0,1.0,1.0,1.0,0.29723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46435,1.0,0.7588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8866,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv0092,1.0,1.0,1.0,0.12009,1.0,0.5022399999999999,1.0,1.0,0.11083,1.0,0.49875,0.39899999999999997,1.0,0.10603,0.14865,0.98712,0.6372399999999999,1.0,0.33478,0.035210000000000005,0.3903,0.91672,1.0,1.0,0.37587,1.0,0.79581,0.49771,1.0,0.99507,0.15924000000000002,0.56498,1.0,1.0,1.0,0.6370399999999999,0.0,0.6290100000000001,1.0,0.98156,0.02765,1.0,1.0,1.0,0.07445,1.0,0.04232,1.0,1.0,0.39865,1.0,0.32571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7754800000000001,1.0,1.0,0.28,1.0,cell wall and cell processes
Rv0093c,1.0,1.0,1.0,1.0,1.0,0.62625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49021,1.0,1.0,1.0,1.0,0.19267,0.91009,0.28078000000000003,0.08232,1.0,0.5839300000000001,0.2168,1.0,0.05403,0.62054,1.0,0.7255,0.52135,1.0,1.0,1.0,1.0,1.0,0.95596,1.0,1.0,1.0,0.8737299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91871,1.0,1.0,1.0,0.70426,cell wall and cell processes
Rv0094c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63472,0.8358899999999999,0.45296,0.81425,0.42469,1.0,1.0,0.51452,1.0,1.0,0.98717,1.0,1.0,0.85557,1.0,1.0,0.99948,1.0,0.91766,1.0,1.0,1.0,1.0,0.15441,1.0,1.0,1.0,0.98115,0.98584,1.0,1.0,0.90842,1.0,0.34244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,insertion seqs and phages
Rv0095c,1.0,1.0,1.0,1.0,1.0,0.70531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82644,1.0,0.93326,0.64451,1.0,1.0,0.58607,1.0,1.0,1.0,0.12916,0.78105,1.0,0.49031,0.8233,1.0,0.4496600000000001,0.65077,1.0,1.0,1.0,1.0,1.0,0.13902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5602,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93692,1.0,1.0,0.35991,1.0,1.0,0.05923,1.0,insertion seqs and phages
Rv0096,1.0,1.0,1.0,0.85534,1.0,0.96694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0864,0.86729,0.7942,0.96375,1.0,1.0,0.61051,0.72336,0.0,1.0,0.0,0.86179,0.01565,0.04707,1.0,0.0,0.006999999999999999,1.0,0.00443,0.01995,1.0,1.0,1.0,1.0,0.1785,1.0,0.8625200000000001,0.63978,0.1082,0.084,1.0,0.97527,1.0,1.0,1.0,1.0,0.66481,1.0,1.0,1.0,1.0,1.0,1.0,0.2394,1.0,1.0,0.5115,1.0,0.8559200000000001,1.0,0.03059,PE/PPE
Rv0097,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8403700000000001,1.0,0.51199,1.0,1.0,1.0,0.93506,1.0,0.0,0.1995,1.0,0.48447,0.02064,0.8573299999999999,0.03644,0.36236,1.0,1.0,0.0,0.04433,1.0,1.0,1.0,0.96815,0.20374,1.0,0.30078,1.0,0.4585,1.0,1.0,0.8938299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91614,1.0,0.8559200000000001,1.0,0.018000000000000002,intermediary metabolism and respiration
Rv0098,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35337,0.61282,0.6088,1.0,1.0,0.51127,0.92435,1.0,0.00263,1.0,0.02618,0.66466,0.77583,0.19296,0.76265,1.0,0.83705,0.57767,0.55366,1.0,1.0,1.0,1.0,0.47904,0.86408,1.0,0.82083,0.93336,1.0,1.0,1.0,0.89571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07764,lipid metabolism
