"","ORF","Name","Description","Final.Call","tuberculist","tbdb","kegg","pubmed","google","pubmed_name","google_name","essentiality","geneName"
"32","Rv0032","bioF2","Possible 8-amino-7-oxononanoate synthase BioF2 (AONS) (8-amino-7-ketopelargonate synthase) (7-keto-8-amino-pelargonic acid synthetase) (7-KAP synthetase) (L-alanine--pimelyl CoA ligase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0032' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0032' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0032' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0032' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0032' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=bioF2' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=bioF2' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0032"
"33","Rv0033","acpA","Probable acyl carrier protein AcpA (ACP)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0033' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0033' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0033' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0033' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0033' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=acpA' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=acpA' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0033"
"34","Rv0034","Rv0034","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0034' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0034' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0034' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0034' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0034' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0034' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0034' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0034"
"35","Rv0035","fadD34","Probable fatty-acid-CoA ligase FadD34 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0035' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0035' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0035' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0035' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0035' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=fadD34' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=fadD34' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0035"
"36","Rv0036c","Rv0036c","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0036c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0036c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0036c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0036c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0036c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0036c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0036c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0036c"
"37","Rv0037c","Rv0037c","Probable conserved integral membrane protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0037c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0037c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0037c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0037c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0037c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0037c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0037c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0037c"
"38","Rv0038","Rv0038","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0038' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0038' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0038' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0038' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0038' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0038' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0038' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0038"
"39","Rv0039c","Rv0039c","Possible conserved transmembrane protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0039c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0039c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0039c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0039c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0039c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0039c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0039c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0039c"
"40","Rv0040c","mtc28","Secreted proline rich protein Mtc28 (proline rich 28 kDa antigen)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0040c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0040c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0040c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0040c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0040c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=mtc28' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=mtc28' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0040c"
"41","Rv0041","leuS","Probable leucyl-tRNA synthetase LeuS (leucine--tRNA ligase) (LEURS)","Essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0041' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0041' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0041' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0041' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0041' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=leuS' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=leuS' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Essential","<span style=""font-weight:bold"">ORF: </span>Rv0041"
"42","Rv0042c","Rv0042c","Possible transcriptional regulatory protein (probably MarR-family)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0042c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0042c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0042c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0042c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0042c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0042c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0042c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0042c"
"43","Rv0043c","Rv0043c","Probable transcriptional regulatory protein (probably GntR-family)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0043c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0043c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0043c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0043c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0043c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0043c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0043c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0043c"
"44","Rv0044c","Rv0044c","Possible oxidoreductase","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0044c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0044c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0044c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0044c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0044c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0044c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0044c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0044c"
"45","Rv0045c","Rv0045c","Possible hydrolase","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0045c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0045c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0045c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0045c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0045c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0045c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0045c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0045c"
"46","Rv0046c","ino1","myo-inositol-1-phosphate synthase Ino1 (inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (glucose 6-phosphate cyclase) (glucocycloaldolase)","Essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0046c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0046c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0046c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0046c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0046c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=ino1' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=ino1' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Essential","<span style=""font-weight:bold"">ORF: </span>Rv0046c"
"47","Rv0047c","Rv0047c","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0047c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0047c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0047c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0047c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0047c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0047c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0047c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0047c"
"48","Rv0048c","Rv0048c","Possible membrane protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0048c' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0048c' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0048c' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0048c' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0048c' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0048c' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0048c' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0048c"
"49","Rv0049","Rv0049","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0049' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0049' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0049' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0049' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0049' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0049' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0049' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0049"
"50","Rv0050","ponA1","Probable bifunctional penicillin-binding protein 1A/1B PonA1 (murein polymerase) (PBP1): penicillin-insensitive transglycosylase (peptidoglycan TGASE) + penicillin-sensitive transpeptidase (DD-transpeptidase)","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0050' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0050' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0050' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0050' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0050' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=ponA1' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=ponA1' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0050"
"51","Rv0051","Rv0051","Probable conserved transmembrane protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0051' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0051' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0051' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0051' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0051' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0051' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0051' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0051"
"52","Rv0052","Rv0052","hypothetical protein","Non-essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0052' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0052' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0052' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0052' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0052' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0052' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=Rv0052' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Non-essential","<span style=""font-weight:bold"">ORF: </span>Rv0052"
"53","Rv0053","rpsF","30S ribosomal protein S6 RpsF","Essential","<a href='https://mycobrowser.epfl.ch/genes/Rv0053' target='_blank'>Tuberculist</a>","<a href='http://genome.tbdb.org/cgi-bin/GeneDetails.html?id=SRv0053' target='_blank'>TB Database</a>","<a href='http://www.genome.jp/dbget-bin/www_bget?mtu:Rv0053' target='_blank'>KEGG</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=Rv0053' target='_blank'>PubMed</a>","<a href='https://www.google.com/search?q=Rv0053' target='_blank'>Google</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed/?term=rpsF' target='_blank'>PubMed Gene Name</a>","<a href='https://www.google.com/search?q=rpsF' target='_blank'>Google Gene Name</a>","<span style=""font-weight:bold"">Essentiality </span>(DeJesus, 2017): Essential","<span style=""font-weight:bold"">ORF: </span>Rv0053"
