Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P9WGY1	RRF_MYCTU	reviewed	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr Rv2882c MTCY274.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	185
P9WGY5	RPOZ_MYCTU	reviewed	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ Rv1390 MTCY21B4.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	110
O33347	RELF_MYCTU	reviewed	Antitoxin RelF	relF relB2 Rv2865	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	93
P9WHE3	RL7_MYCTU	reviewed	50S ribosomal protein L7/L12	rplL Rv0652 MTCY20H10.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	130
Q6MWZ7	SUGPH_MYCTU	reviewed	Acid phosphatase (EC 3.1.3.2) (Broad-specificity phosphatase) (Fructose-1,6-bisphosphatase) (FBPase) (EC 3.1.3.11)	gpm2 Rv3214 LH57_17570	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	203
P9WG05	PSTC2_MYCTU	reviewed	Phosphate transport system permease protein PstC 2	pstC2 Rv0929 MTCY21C12.23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	324
P9WHF3	RHO_MYCTU	reviewed	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho Rv1297 MTCY373.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	602
P9WHS3	RIP1_MYCTU	reviewed	Zinc metalloprotease Rip1 (EC 3.4.24.-) (Regulator of sigma KLM proteases) (S2P endopeptidase) (Site-2 protease Rip1) (S2P protease Rip1) (Site-2-type intramembrane protease)	rip1 Rv2869c MTV003.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	404
P9WHC3	RL21_MYCTU	reviewed	50S ribosomal protein L21	rplU Rv2442c MTCY428.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	103
O07747	RPFC_MYCTU	reviewed	Resuscitation-promoting factor RpfC (EC 3.-.-.-)	rpfC Rv1884c MTCY180.34	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	176
P9WIV3	NUSA_MYCTU	reviewed	Transcription termination/antitermination protein NusA	nusA Rv2841c MTCY16B7.01 MTCY24A1.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	347
P9WI63	PKNL_MYCTU	reviewed	Serine/threonine-protein kinase PknL (EC 2.7.11.1)	pknL Rv2176 MTV021.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	399
P9WPG7	PIPS_MYCTU	reviewed	Phosphatidylinositol phosphate synthase (PIP synthase) (EC 2.7.8.-) (CDP-diacylglycerol--D-myo-inositol-3-phosphate 3-phosphatidyltransferase)	pgsA1 pgsA Rv2612c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	217
P9WHX3	PPE65_MYCTU	reviewed	Uncharacterized PPE family protein PPE65	PPE65 Rv3621c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	413
L7N697	PE16_MYCTU	reviewed	Esterase PE16 (EC 3.1.1.-) (PE family protein PE16)	PE16 Rv1430	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	528
P9WI25	PPE19_MYCTU	reviewed	Uncharacterized PPE family protein PPE19	PPE19 Rv1361c MTCY02B10.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	396
P9WHV9	PPK1_MYCTU	reviewed	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk Rv2984 MTCY349.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	742
P9WHQ5	PSD_MYCTU	reviewed	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	psd Rv0437c MTV037.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	231
P9WN09	RNTF_MYCTU	reviewed	PGL/p-HBAD biosynthesis rhamnosyltransferase (EC 2.4.1.-)	Rv2962c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	449
P9WH49	RS181_MYCTU	reviewed	30S ribosomal protein S18 1	rpsR1 rpsR Rv0055 MTCY21D4.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	84
I6X8R5	RV203_MYCTU	reviewed	Heme-binding protein Rv0203	Rv0203 RVBD_0203 P425_00212	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	136
P9WGP1	SECD_MYCTU	reviewed	Protein translocase subunit SecD	secD Rv2587c MTCY227.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	573
P9WFW7	SYA_MYCTU	reviewed	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS Rv2555c MTCY159.01 MTCYW318.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	904
P9WQG9	AAC2_MYCTU	reviewed	Aminoglycoside 2'-N-acetyltransferase (EC 2.3.1.-) (AAC(2')-Ic)	aac Rv0262c MTCY06A4.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	181
P9WQ65	AMT_MYCTU	reviewed	Probable ammonia channel (Ammonia transporter)	amt Rv2920c MTCY338.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	477
P9WPV7	ATP6_MYCTU	reviewed	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB Rv1304 MTCY373.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	250
P9WKX3	BPA_MYCTU	reviewed	Bacterial proteasome activator	bpa Rv3780 MTCY13D12.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	174
P9WPM1	CP139_MYCTU	reviewed	Putative cytochrome P450 139 (EC 1.14.-.-)	cyp139 Rv1666c MTV047.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	430
O05442	CPNT_MYCTU	reviewed	Outer membrane channel protein CpnT (Channel protein with necrosis-inducing toxin) [Cleaved into: N-terminal channel domain; Tuberculosis necrotizing toxin (TNT) (NAD(+) glycohydrolase) (EC 3.2.2.5)]	cpnT Rv3903c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	846
P9WP53	CYSM_MYCTU	reviewed	O-phosphoserine sulfhydrylase (OPS sulfhydrylase) (EC 2.5.1.113) (CysO-thiocarboxylate-dependent cysteine synthase) (Cysteine synthase B) (CSase B) (O-phosphoserine-specific cysteine synthase) ([CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase)	cysM Rv1336 MTCY130.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	323
P9WHH9	DLDH_MYCTU	reviewed	Dihydrolipoyl dehydrogenase (LPD) (EC 1.8.1.4) (Component of peroxynitrite reductase/peroxidase complex) (Component of PNR/P) (Dihydrolipoamide dehydrogenase) (E3 component of alpha-ketoacid dehydrogenase complexes)	lpdC lpd Rv0462 MTV038.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	464
P9WNV7	DNAJ2_MYCTU	reviewed	Chaperone protein DnaJ 2	dnaJ2 Rv2373c MTCY27.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	382
O53203	DHE2_MYCTU	reviewed	NAD-specific glutamate dehydrogenase (NAD-GDH) (EC 1.4.1.2) (NAD(+)-dependent glutamate dehydrogenase)	gdh Rv2476c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1624
P9WNT1	DPO42_MYCTU	reviewed	DNA polymerase IV 2 (Pol IV 2) (EC 2.7.7.7)	dinB2 dinP Rv3056 MTCY22D7.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	346
P9WQN9	A85C_MYCTU	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85C (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex C) (85C) (Ag85C) (Fibronectin-binding protein C) (Fbps C)	fbpC mpt45 Rv0129c MTCI5.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	340
P9WJW3	ALKA_MYCTU	reviewed	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (Regulatory protein AlkA) [Includes: Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) (Methylphosphotriester-DNA methyltransferase); DNA-3-methyladenine glycosylase (EC 3.2.2.21) (DNA-3-methyladenine glycosidase)]	alkA ada Rv1317c MTCY130.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	496
I6Y3Q0	CHSE5_MYCTU	reviewed	Acyl-CoA dehydrogenase FadE27 (ACAD) (EC 1.3.99.-) (3-oxocholest-4-en-26-oyl-CoA dehydrogenase beta subunit)	fadE27 Rv3505 LH57_19110	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	373
P71858	CHSE2_MYCTU	reviewed	Acyl-CoA dehydrogenase FadE29 (ACAD) (EC 1.3.99.-) (3-oxo-23,24-bisnorchol-4-en-22-oyl-CoA dehydrogenase beta subunit) (3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase beta subunit)	fadE29 Rv3543c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	387
P9WP89	COBK_MYCTU	reviewed	Precorrin-6A reductase (EC 1.3.1.54) (Precorrin-6X reductase)	cobK Rv2070c MTCY49.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	244
P9WP49	CSOR_MYCTU	reviewed	Copper-sensing transcriptional repressor CsoR (Copper-sensitive operon repressor)	csoR croR Rv0967	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	119
P9WPN9	CP126_MYCTU	reviewed	Putative cytochrome P450 126 (EC 1.14.-.-)	cyp126 Rv0778 MTCY369.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	414
Q79FV4	CYSK2_MYCTU	reviewed	S-sulfocysteine synthase (EC 2.8.5.1) (O-phospho-L-serine-dependent S-sulfocysteine synthase) (OPS-dependent S-sulfocysteine synthase) (O-phosphoserine sulfhydrylase) (EC 2.5.1.65)	cysK2 Rv0848	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	372
P9WIU5	ARFA_MYCTU	reviewed	Peptidoglycan-binding protein ArfA (Outer membrane porin A) (Outer membrane protein A) (OmpATb) (Outer membrane protein ArfA)	arfA ompA Rv0899 MTCY31.27	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	326
P9WN33	ASNH_MYCTU	reviewed	Putative asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	asnB Rv2201 MTCY190.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	652
P9WIR1	CFP6_MYCTU	reviewed	Low molecular weight protein antigen 6 (CFP-6)	cfp6 Rv3004 MTV012.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	112
P9WPE5	CH10_MYCTU	reviewed	10 kDa chaperonin (10 kDa antigen) (BCG-A heat shock protein) (GroES protein) (Protein Cpn10)	groS cpn10 groES mopB Rv3418c MTCY78.11	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	100
P9WGB1	COBM_MYCTU	reviewed	Precorrin-4 C(11)-methyltransferase (EC 2.1.1.133) (Precorrin-3 methylase)	cobM Rv2071c MTCY49.10c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	251
P9WJF7	CSM4_MYCTU	reviewed	CRISPR system Cms protein Csm4 (CRISPR type III-A associated RAMP protein Csm4)	csm4 Rv2820c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	302
P9WPY5	AROA_MYCTU	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA Rv3227	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	450
P9WQ87	BIOF1_MYCTU	reviewed	8-amino-7-oxononanoate synthase 1 (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	bioF1 Rv1569 MTCY336.34c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	386
P9WPE3	CINAL_MYCTU	reviewed	CinA-like protein	cinA Rv1901 MTCY180.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	430
P9WPM7	CP136_MYCTU	reviewed	Putative cytochrome P450 136 (EC 1.14.-.-)	cyp136 Rv3059 MTCY22D7.22c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	492
P9WPP7	CP121_MYCTU	reviewed	Mycocyclosin synthase (EC 1.14.19.70) (Cytochrome P450 121) (Cytochrome P450 MT2)	cyp121 Rv2276 MTCY339.34c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	396
P0DMQ7	2003A_MYCTU	reviewed	Uncharacterized protein Rv2003A	Rv2003A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	65
P9WNY1	ALDH_MYCTU	reviewed	Probable aldehyde dehydrogenase (EC 1.2.1.3)	Rv0458 MTV038.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	507
P9WQ99	AMIA2_MYCTU	reviewed	Putative amidase AmiA2 (EC 3.5.1.4)	amiA2 Rv2363 MTCY27.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	484
P9WPC3	CLPP2_MYCTU	reviewed	ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2)	clpP2 Rv2460c MTV008.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	214
P9WNZ1	COABC_MYCTU	reviewed	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC dfp Rv1391 MTCY21B4.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	418
V5QPS4	3098B_MYCTU	reviewed	Putative antitoxin Rv3098B/RVBD_3098B	Rv3098B RVBD_3098B LH57_16910 P425_03228	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	66
O06543	AMACR_MYCTU	reviewed	Alpha-methylacyl-CoA racemase (AMACR) (EC 5.1.99.4) (MtMCR)	mcr Rv1143	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	360
P9WIE3	AHPE_MYCTU	reviewed	Alkyl hydroperoxide reductase E (EC 1.11.1.29) (Mycoredoxin-dependent peroxiredoxin) (Peroxiredoxin AhpE) (Prx) (Thioredoxin peroxidase) (TPx)	ahpE Rv2238c MTCY427.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	153
O33289	ARGA_MYCTU	reviewed	Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS) (NAGS)	argA Rv2747	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	174
P9WPQ5	BIOD_MYCTU	reviewed	Dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD Rv1570 MTCY336.33c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	226
P9WPD3	CISY2_MYCTU	reviewed	Putative citrate synthase 2 (EC 2.3.3.16)	citA Rv0889c MTCY31.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	373
P9WP87	COBH_MYCTU	reviewed	Precorrin-8X methylmutase (EC 5.4.99.61) (HBA synthase) (Precorrin isomerase)	cobH Rv2065 MTCY49.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	208
P9WPD5	CISY1_MYCTU	reviewed	Citrate synthase 1 (EC 2.3.3.16)	gltA2 gltA Rv0896 MTCY31.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	431
P96855	CHSE3_MYCTU	reviewed	Acyl-CoA dehydrogenase FadE34 (ACAD) (EC 1.3.99.-) (3-oxochol-4-en-24-oyl-CoA dehydrogenase)	fadE34 Rv3573c LH57_19490	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	711
P9WQ91	ALAA_MYCTU	reviewed	Alanine aminotransferase (EC 2.6.1.2) (Alanine transaminase) (Transaminase A)	aspC Rv0337c MTCY279.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	429
P9WQA9	ALR_MYCTU	reviewed	Alanine racemase (EC 5.1.1.1)	alr Rv3423c MTCY78.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	386
P9WJN7	APBC_MYCTU	reviewed	Iron-sulfur cluster carrier protein	mrp Rv1229c MTCI61.12c MTV006.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	381
P9WPV3	ATPFD_MYCTU	reviewed	ATP synthase subunit b-delta [Includes: ATP synthase subunit b (ATP synthase F(0) sector subunit b 2) (ATPase subunit I 2) (F-type ATPase subunit b 2) (F-ATPase subunit b 2); ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)]	atpFH atpF atpH Rv1307 MTCY373.27	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	446
P9WKZ1	ATSK_MYCTU	reviewed	Alpha-ketoglutarate-dependent sulfate ester dioxygenase (EC 1.14.11.-) (Type II alkyl sulfatase)	Rv3406 MTCY78.22c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	295
O69689	ASPAT_MYCTU	reviewed	Aspartate aminotransferase (AspAT) (EC 2.6.1.1)	Rv3722c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	435
O06159	BKDC_MYCTU	reviewed	Dihydrolipoyllysine-residue acyltransferase component of branched-chain alpha-ketoacid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-ketoacid dehydrogenase complex component E2) (BCKADH E2) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	bkdC pdhC Rv2495c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	393
P9WHR3	CAEA_MYCTU	reviewed	Carboxylesterase A (EC 3.1.1.-)	caeA Rv2224c MTCY427.05c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	520
P9WPE9	CH601_MYCTU	reviewed	60 kDa chaperonin 1 (GroEL protein 1) (Protein Cpn60-1)	groEL1 groEL-1 groL1 Rv3417c MTCY78.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	539
P9WKK7	ACEA_MYCTU	reviewed	Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase)	icl Rv0467 MTV038.11	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	428
P9WQG1	ACDP_MYCTU	reviewed	Probable acyl-CoA dehydrogenase fadE25 (EC 1.3.99.-)	fadE25 acd Rv3274c MTCY71.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	389
P9WMP1	CGOX_MYCTU	reviewed	Coproporphyrinogen III oxidase (EC 1.3.3.15)	cgoX hemY Rv2677c MTV010.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	452
P9WPA1	COAX_MYCTU	reviewed	Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)	coaX Rv3600c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	272
P9WPB5	CMAS2_MYCTU	reviewed	Cyclopropane mycolic acid synthase 2 (CMAS) (EC 2.1.1.79) (Cyclopropane-fatty-acyl-phospholipid synthase) (CFA synthase) (Cyclopropane fatty acid synthase) (Mycolic acid methyltransferase) (MA-MT) (S-adenosylmethionine-dependent methyltransferase) (AdoMet-MT) (SAM-MT)	cmaA2 cma2 CMAS-2 Rv0503c MTCY20G9.30c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	302
P9WGI7	GLYA2_MYCTU	reviewed	Serine hydroxymethyltransferase 2 (SHM2) (SHMT 2) (Serine methylase 2) (EC 2.1.2.1)	glyA2 Rv0070c MTV030.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	425
O53478	HTHAR_MYCTU	reviewed	HTH-type transcriptional regulator Rv2034	Rv2034	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	107
O05886	HPF_MYCTU	reviewed	Ribosome hibernation promotion factor (HPF)	hpf Rv3241c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	219
O06825	LDT3_MYCTU	reviewed	Probable L,D-transpeptidase 3 (LDT 3) (EC 2.3.2.-) (Ldt(Mt3))	Rv1433 RVBD_1433 P425_01489	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	271
P9WK45	LPRG_MYCTU	reviewed	Lipoarabinomannan carrier protein LprG (27 kDa lipoprotein) (Antigen P27) (Lipoprotein LprG) (Triacylated glycolipid carrier LprG) (Triacylglyceride transfer protein LprG)	lprG lpp-27 Rv1411c MTCY21B4.28c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	236
P9WK59	LPQT_MYCTU	reviewed	Putative lipoprotein LpqT	lpqT Rv1016c MTCY10G2.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	226
O07427	MGLL_MYCTU	reviewed	Monoacylglycerol lipase (MGL) (EC 3.1.1.23)	Rv0183 LH57_01015	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	279
O69623	API2_MYCTU	reviewed	Apoptosis inhibitor Rv3655c	Rv3655c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	125
P9WJI1	FPRB_MYCTU	reviewed	Probable ferredoxin/ferredoxin--NADP reductase (FNR) (EC 1.18.1.2)	fprB Rv0886 MTCY31.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	575
O53332	HIGB3_MYCTU	reviewed	Putative toxin HigB3	higB3 Rv3182 RVBD_3182 LH57_17365 P425_03314	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	114
I6XEI5	LYS25_MYCTU	reviewed	Putative peptidoglycan hydrolase Rv2525c (EC 3.2.1.17)	Rv2525c LH57_13835	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	240
P9WK61	LPQH_MYCTU	reviewed	Lipoprotein LpqH (19 kDa lipoprotein antigen) (Putative transporter LpqH) (p19)	lpqH Rv3763 MTV025.111	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	159
I6Y3P1	LPRN_MYCTU	reviewed	Lipoprotein LprN	lprN mce4E Rv3495c LH57_19060	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	384
Q79FX8	MMAA4_MYCTU	reviewed	Hydroxymycolate synthase MmaA4 (EC 2.1.1.-) (Mycolic acid methyltransferase) (MA-MT) (S-adenosylmethionine-dependent methyltransferase) (AdoMet-MT) (SAM-MT)	mmaA4 hma mma4 Rv0642c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	301
P9WJU7	MMPL7_MYCTU	reviewed	Phthiocerol dimycocerosate exporter MmpL7	mmpL7 Rv2942 MTCY24G1.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	920
P9WNY9	MENJ_MYCTU	reviewed	Menaquinone reductase (MK reductase) (EC 1.3.99.38)	menJ Rv0561c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	408
P9WJQ7	MOEA1_MYCTU	reviewed	Molybdopterin molybdenumtransferase 1 (MPT Mo-transferase 1) (EC 2.10.1.1)	moeA1 moeA Rv0994 MTCI237.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	426
P9WG13	MODB_MYCTU	reviewed	Molybdenum transport system permease protein ModB	modB Rv1858 MTCY359.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	264
P9WJL7	MURC_MYCTU	reviewed	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC Rv2152c MTCY270.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	494
P9WQN5	ARC_MYCTU	reviewed	Proteasome-associated ATPase (AAA ATPase forming ring-shaped complexes) (ARC) (Mycobacterial proteasome ATPase)	mpa Rv2115c MTCY261.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	609
P9WGS3	EPHD_MYCTU	reviewed	Probable oxidoreductase EphD (EC 1.-.-.-)	ephD Rv2214c MTCY190.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	592
P9WF31	EX7L_MYCTU	reviewed	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA Rv1108c MTV017.61c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	415
P9WNC5	FOLB_MYCTU	reviewed	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.8) (7,8-dihydroneopterin hydroxylase) (EC 1.13.11.81) (Dihydroneopterin epimerase) (Dihydroneopterin hydroxylase)	folB Rv3607c MTCY07H7B.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	133
P9WN91	FRDA_MYCTU	reviewed	Fumarate reductase flavoprotein subunit (EC 1.3.5.4) (Quinol-fumarate reductase flavoprotein subunit) (QFR flavoprotein subunit)	frdA Rv1552 MTCY48.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	583
P9WNB7	FRDC_MYCTU	reviewed	Fumarate reductase subunit C (Quinol-fumarate reductase subunit C) (QFR subunit C)	frdC Rv1554 MTCY48.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	126
P9WPK1	GLPK_MYCTU	reviewed	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK Rv3696c MTV025.044c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	517
P9WJA3	HRP1_MYCTU	reviewed	Hypoxic response protein 1 (HRP1)	hrp1 Rv2626c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	143
P9WMJ7	HTPG_MYCTU	reviewed	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)	htpG Rv2299c MTCY339.11	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	647
P9WQJ7	IRTB_MYCTU	reviewed	Mycobactin import ATP-binding/permease protein IrtB (EC 7.2.2.-) (Iron-regulated transporter B)	irtB Rv1349 MTCY02B10.13	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	579
P9WND7	MFTD_MYCTU	reviewed	Putative mycofactocin system heme/flavin oxidoreductase MftD (EC 1.-.-.-)	mftD lldD1 Rv0694	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	396
P9WJR9	MOAC1_MYCTU	reviewed	Cyclic pyranopterin monophosphate synthase 1 (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C 1)	moaC1 moaC Rv3111 MTCY164.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	170
