Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv0029,-,hypothetical protein,NE,conserved hypotheticals,0.07,-0.02,0.11,0.66,0.12,-3.08,-0.07,0.32,-0.24,-0.05,0.39,0.22,-0.17,0.26,0.56,0.22,0.1,0.06,0.63,-0.01,0.46,0.5,-0.04,-8.1,-7.94,0.65,-0.37,-1.0,-0.14,-0.9,-3.31,-1.91,-1.24,-0.36,-0.05,2.08,-0.5,0.44,-0.63,0.36,0.26,-0.48,-0.4,0.08,-0.28,0.12,0.29,0.07,-0.06,-0.46,-0.12,-0.31,-0.16,0.22,0.36,-0.13,-1.23,0.36,0.22,0.64,0.28,-0.5,-0.3,-0.25,8.34337979254734,3.079023631457178,-0.79271125140987,60.12659,-6.5303974,0
Rv0030,-,hypothetical protein,NE,conserved hypotheticals,-1.02,-1.16,0.25,-1.36,0.63,-2.88,-3.0,0.35,-1.61,-2.29,-2.48,-2.41,0.07,-0.79,-0.87,-0.62,-1.25,-0.39,1.24,-0.87,0.33,-2.65,2.16,2.7,5.34,-0.01,0.65,1.78,-1.52,-5.36,-1.66,1.6,-2.51,-1.78,-1.51,-0.9,-2.89,-2.29,4.52,0.0,0.37,1.26,0.82,-0.43,1.17,-0.47,0.38,-0.02,0.05,-0.55,-0.13,0.34,-0.28,-0.22,1.78,-0.35,2.37,-0.03,0.77,1.14,-3.52,0.4,0.04,0.76,-2.394301040156676,-1.7429420574784282,-0.747796888892144,20.594011,15.375765,2
Rv0031,-,Possible remnant of a transposase,Uncertain,insertion seqs and phages,-3.62,-3.62,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.52,-2.52,0.58,-2.52,2.05,1.86,2.55,-2.52,-5.37,0.0,-5.37,0.0,0.0,-5.37,0.0,0.0,-5.37,0.0,0.0,0.0,-3.62,-3.62,0.0,-3.62,-3.62,0.0,1.59,-1.29,0.0,0.0,0.0,0.0,-0.46,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2292658871574147,6.141805597426794,3.3777707207260006,6.437526,-3.694608,0
Rv0032,bioF2,Possible 8-amino-7-oxononanoate synthase BioF2 (AONS) (8-amino-7-ketopelargonate synthase) (7-keto-8-amino-pelargonic acid synthetase) (7-KAP synthetase) (L-alanine--pimelyl CoA ligase),NE,intermediary metabolism and respiration,-0.02,-0.05,0.19,-0.11,0.13,0.26,0.27,0.07,0.22,0.32,0.02,0.23,0.21,0.43,0.84,0.05,0.25,0.17,-0.23,0.21,0.55,0.45,-0.47,0.32,-0.86,-0.73,-0.35,-0.55,0.25,-0.28,-1.01,-0.28,-0.18,-0.0,-0.03,0.51,-0.38,-0.36,-0.33,0.28,-0.43,0.54,0.27,-0.27,-0.28,-0.0,-0.24,0.06,0.16,1.05,-0.12,0.1,0.13,0.04,-0.54,-0.1,0.41,-0.24,0.08,0.55,-0.46,0.54,-0.02,-0.17,-0.16748897978514457,-0.6522863657534583,1.4640729179439762,-7.1468606,-21.35714,3
Rv0033,acpA,Probable acyl carrier protein AcpA (ACP),NE,lipid metabolism,-0.22,-0.24,0.63,-0.67,0.8,1.35,-0.09,0.6,-0.39,0.23,-1.88,-0.76,1.12,0.18,-1.65,-0.93,-0.01,-0.67,-1.12,0.29,-0.61,-1.06,1.06,-0.18,1.11,0.24,-0.83,0.22,-0.01,-0.23,-0.74,-1.57,-0.61,-0.08,-0.53,0.4,-1.07,-1.03,1.02,0.29,-0.62,0.43,1.2,0.77,-0.19,0.39,0.57,-0.17,-0.14,-0.31,0.11,-0.08,-0.34,0.09,-3.37,-0.51,-0.92,-0.25,-0.06,0.24,0.27,0.02,0.47,-0.67,-2.004498190510128,1.0186790908688639,1.215448134657593,-34.097942,-6.5368037,4
Rv0034,-,hypothetical protein,NE,conserved hypotheticals,0.05,-0.21,0.37,0.82,0.55,0.32,0.33,0.24,-0.27,0.62,0.6,0.27,-0.33,2.69,1.39,0.65,0.59,1.06,0.94,1.37,0.9,-3.85,0.13,2.7,6.33,-0.22,-0.68,3.79,0.61,-1.27,2.99,0.41,-6.9,-0.11,-0.4,0.58,-0.27,-0.17,-1.19,-0.3,-0.47,-0.15,0.31,0.46,-0.18,0.09,0.43,-0.91,-0.93,-0.27,-0.44,0.09,-0.5,-0.2,0.7,-0.61,0.43,-2.25,0.53,1.01,-0.1,-1.19,-0.28,0.5,-8.066855741159076,0.5803870425588804,-0.48245983978486706,13.039216,29.005247,4
Rv0035,fadD34,Probable fatty-acid-CoA ligase FadD34 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase),NE,lipid metabolism,-0.07,-0.01,0.31,-0.06,0.16,0.48,-0.52,0.1,-0.4,-0.25,0.09,-0.09,-0.18,-0.14,-0.06,-0.25,0.33,0.04,0.26,0.65,1.05,0.75,0.28,0.27,-0.23,0.25,1.01,0.42,0.15,0.22,-0.69,-0.17,-0.03,0.02,-0.2,0.0,-0.18,-0.03,0.89,0.1,0.06,-0.04,0.07,0.11,0.41,0.07,0.04,0.03,-0.06,-0.32,-0.22,-0.09,0.0,-0.0,0.76,-0.12,-0.28,-0.01,0.29,0.51,-0.5,-0.78,0.68,0.75,-1.1798358917938203,-2.3593519900324584,0.5694464894510934,-21.162434,-17.568121,3
Rv0036c,-,hypothetical protein,NE,conserved hypotheticals,0.25,0.28,0.03,2.17,-0.06,2.91,0.22,0.09,0.73,-0.11,-0.57,-0.96,-0.38,-2.23,-0.51,-0.95,-0.08,-0.39,-0.61,0.52,0.37,-0.16,-0.42,1.85,2.3,0.3,2.5,2.97,0.31,0.86,-3.77,-4.8,-1.03,0.09,-0.3,-0.74,1.48,0.2,0.88,0.11,-0.1,-0.92,-0.71,0.21,1.35,0.12,-0.48,0.26,0.24,0.12,0.42,0.03,0.28,0.31,-1.03,0.11,1.57,-0.74,0.19,0.94,-0.35,0.35,-0.04,-0.82,-4.83452390409743,-1.7709681430820408,-0.3918985020699384,-32.281265,-7.753863,3
Rv0037c,-,Probable conserved integral membrane protein,NE,cell wall and cell processes,-0.05,-0.26,-0.21,-1.49,-0.15,1.67,-0.05,0.27,1.43,0.25,-0.98,-0.43,0.55,0.14,0.43,-0.71,-0.65,-0.14,-0.54,0.61,0.07,1.4,-1.23,0.69,-0.21,0.5,0.81,-1.03,-0.44,0.91,-0.32,0.17,1.03,-0.02,-0.05,0.81,-0.77,-0.4,-0.62,0.2,1.12,-0.26,0.02,0.28,-1.2,0.15,0.42,-1.32,-1.77,-0.02,0.16,-0.76,-0.63,-0.35,0.89,1.08,-0.66,0.07,0.3,-0.03,1.36,0.18,-0.91,0.91,-1.3352468682833756,-2.140668286778844,2.4454441094917674,-12.104865,-19.15072,3
Rv0038,-,hypothetical protein,NE,conserved hypotheticals,0.02,-0.19,0.31,-0.14,0.07,0.63,1.14,-0.06,1.04,0.78,1.52,1.23,-0.3,-0.26,-0.45,-0.2,-0.04,-0.5,0.06,-0.42,-0.41,-2.18,0.73,-1.52,0.52,-0.13,-0.07,1.7,-0.4,-4.08,-1.36,0.55,1.66,-0.31,-0.16,0.51,-0.13,-0.33,0.06,-0.54,-0.73,-0.4,-0.02,0.38,0.33,-0.17,-0.44,-0.35,-0.73,1.74,1.29,-0.21,-0.03,0.07,0.53,-0.5,0.97,-0.05,-0.48,-0.32,-1.39,0.74,1.37,-1.26,-1.2570800495043983,0.5149697028730604,1.064577506981132,4.3009486,-2.5048711,4
Rv0039c,-,Possible conserved transmembrane protein,NE,cell wall and cell processes,0.1,0.47,0.13,0.32,0.46,2.68,-0.77,0.5,0.36,0.21,-0.83,-0.14,0.69,0.43,1.04,-0.5,0.81,0.16,0.6,0.06,0.03,-0.88,4.88,-7.19,-6.67,-0.36,-7.94,-7.07,0.0,1.61,1.63,-0.86,0.74,0.48,0.7,0.43,0.65,0.44,1.88,-0.44,-0.23,0.31,0.28,-0.03,0.3,-0.13,0.0,-0.43,-0.49,-1.14,-0.22,-0.04,-0.03,0.02,-0.55,-0.0,-1.05,-0.65,-0.54,-2.7,-0.55,-0.01,0.56,0.16,5.867614376504654,4.196832943374649,7.194941051862841,11.431253,-14.426707,0
Rv0040c,mtc28,Secreted proline rich protein Mtc28 (proline rich 28 kDa antigen),NE,cell wall and cell processes,0.11,0.11,-0.41,-0.72,-0.04,-2.59,-0.32,-0.02,-0.1,-0.19,0.68,1.0,0.33,0.72,-1.17,-0.31,-0.24,-0.08,0.31,-0.8,-0.09,0.47,1.56,-0.92,-3.18,-1.78,1.39,-0.51,-1.42,1.3,0.62,-0.2,-1.97,-0.08,0.27,1.49,-2.53,0.48,-0.52,-0.94,1.64,-0.83,-0.96,-0.12,2.67,-0.28,-0.58,0.07,-0.01,1.72,0.29,-1.6,-1.27,-0.69,0.77,-0.02,1.56,0.4,-0.29,1.51,1.79,2.0,-1.37,-3.46,1.1263283471744419,2.2700763142631444,-2.990521131810502,8.586135,0.06821515,2
Rv0041,leuS,Probable leucyl-tRNA synthetase LeuS (leucine--tRNA ligase) (LEURS),ES,information pathways,-0.04,-0.04,0.0,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.0,-0.03,-0.03,-0.02,-0.02,3.58,-0.02,3.58,3.34,3.4,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,-0.04,1.37,0.0,-0.04,3.11,1.06,0.13,0.0,1.05,-0.05,-0.11,0.0,2.6,0.74,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.95,0.0,0.0,-0.29,0.0,0.0,0.0,0.0,-0.35,-0.35,-1.2558477897131992,-1.0775455307157829,1.6752644534705685,-38.06274,-25.708805,3
Rv0042c,-,Possible transcriptional regulatory protein (probably MarR-family),NE,regulatory proteins,-0.02,0.24,-0.17,-0.49,-0.77,-5.81,1.59,-0.09,1.79,1.37,-0.02,-0.85,-0.84,-0.6,3.54,0.81,0.37,1.46,0.64,0.97,1.62,-1.57,-0.91,-6.34,0.42,5.19,-6.71,-6.32,-1.69,-7.88,-4.83,1.92,-2.37,-0.21,-0.75,-0.6,-0.79,0.14,3.15,-1.08,1.19,0.38,-0.83,-1.21,-1.55,-0.82,-1.88,1.19,2.55,-0.22,0.11,-0.75,-0.25,-0.75,1.22,-0.16,-0.23,0.98,-2.22,-3.89,0.72,0.53,0.05,-0.59,9.991923451861634,3.139918732134274,6.952173895679214,44.898693,-19.62305,0
Rv0043c,-,Probable transcriptional regulatory protein (probably GntR-family),NE,regulatory proteins,0.34,0.16,-0.06,0.21,-0.51,-5.3,-0.26,-0.4,-0.71,-0.31,0.74,0.21,-0.53,-0.4,-0.62,-0.79,-0.78,-0.46,-0.7,0.05,-0.42,-0.09,-0.74,-0.64,-3.59,-3.05,-2.24,-1.57,0.58,-0.63,-0.63,-0.09,-0.82,-0.26,-0.13,-0.54,-0.53,1.11,0.16,1.26,-1.88,-1.96,-0.99,0.97,-0.32,-0.41,-0.72,-0.11,-0.77,-1.27,-1.15,0.39,0.44,0.87,1.14,0.28,0.53,0.76,-0.71,-0.71,1.51,-0.69,-1.53,-1.27,4.934454853271133,0.006840535821233295,-1.6732752267826816,31.313995,-13.224695,2
Rv0044c,-,Possible oxidoreductase,NE,intermediary metabolism and respiration,-0.12,-0.09,0.05,0.45,0.1,-5.33,0.01,0.11,0.31,-0.38,0.02,0.17,0.15,0.33,0.31,-0.3,0.27,-0.17,-0.25,0.38,0.2,-0.28,0.38,-1.18,-1.18,-0.28,-1.73,-1.45,-0.0,0.81,-0.67,-1.75,-0.88,-0.07,-0.12,-0.31,0.43,-0.09,1.51,0.3,-0.0,0.23,0.3,0.07,-0.16,-0.01,0.08,-0.2,-0.06,-0.21,-0.28,0.2,0.26,0.09,1.37,-0.26,-0.44,0.24,0.4,0.48,-0.89,0.41,1.05,0.16,3.8207471365144046,-1.7439719212822298,-1.2318815293097132,44.12382,-0.16071425,2
Rv0045c,-,Possible hydrolase,NE,lipid metabolism,-0.47,-0.48,-0.0,-1.1,0.26,-9.38,-0.06,0.03,-0.53,0.41,0.1,0.62,0.52,1.0,1.53,-0.37,0.59,0.41,0.65,0.91,0.98,2.18,0.61,-0.36,-2.36,0.17,0.13,-1.86,0.19,-0.57,-2.86,-0.11,3.25,-0.58,-0.62,-0.15,-0.22,-1.63,2.4,0.25,-0.14,-0.52,-0.56,-0.04,-0.55,0.05,0.2,0.4,0.3,-0.08,-0.06,0.12,0.22,0.11,0.47,0.07,-1.09,0.68,0.64,1.34,-0.21,-0.24,0.55,0.81,7.953230415460453,-3.4100615806137715,-2.4454353280752033,47.982513,15.080495,2
Rv0046c,ino1,myo-inositol-1-phosphate synthase Ino1 (inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (glucose 6-phosphate cyclase) (glucocycloaldolase),ES,intermediary metabolism and respiration,-0.1,-0.1,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,-0.14,-0.14,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,-0.1,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4286297588953536,-1.1537336027105187,1.0948217328080287,-34.90063,-25.569143,3
Rv0047c,-,hypothetical protein,NE,conserved hypotheticals,-1.84,-1.81,-0.24,-0.72,-0.41,5.25,-0.27,0.74,1.59,0.29,-1.88,-1.19,0.68,0.23,-0.97,0.87,-1.29,-0.2,-0.22,-0.01,-0.84,1.18,-0.1,-1.13,-2.35,-0.03,-1.12,-6.34,-4.03,-2.13,-5.48,-2.17,-1.39,-1.55,-1.47,-2.47,-1.67,-1.61,-1.42,-1.71,1.67,-2.9,-2.22,0.68,-2.78,-0.55,1.32,1.23,4.58,-0.82,-0.32,-1.54,-0.83,-0.21,0.91,1.86,-1.78,1.32,2.22,-2.89,0.81,1.64,0.3,1.41,3.038812743698148,-0.10091044491957975,10.116359234755633,4.438425,-25.54725,0
Rv0048c,-,Possible membrane protein,NE,cell wall and cell processes,-0.05,-0.01,0.12,-0.19,0.01,1.49,-0.36,0.3,0.04,-0.03,-0.37,0.08,0.45,-0.29,0.47,-0.1,-0.52,-0.08,-0.09,-0.39,0.15,0.56,-0.3,0.3,0.64,0.89,0.0,-0.75,-0.2,0.34,0.29,0.51,0.32,0.14,0.02,-0.06,-0.14,-0.26,-0.91,0.28,-0.01,0.46,0.33,-0.12,-0.96,0.02,0.52,0.4,0.67,0.28,-0.17,0.49,-0.01,0.18,-0.01,0.4,-0.34,-0.73,0.27,-1.42,-0.51,0.84,0.49,-0.07,-1.8215071777547858,-1.7790559368137544,2.102912214705762,-20.35271,-5.4063473,3
Rv0049,-,hypothetical protein,NE,conserved hypotheticals,-0.1,0.44,-0.17,-2.33,0.1,-7.55,6.02,0.51,8.54,5.88,-2.2,-2.0,0.2,1.01,0.49,0.32,2.61,0.71,0.74,0.3,0.44,-0.22,3.53,-7.55,-1.95,5.39,-9.86,-8.31,1.33,-4.88,-8.58,-4.0,-1.62,0.04,0.19,1.25,-1.1,-3.03,-1.21,-4.76,1.01,-0.68,-2.63,-1.96,0.38,-0.15,-0.67,-2.36,-3.36,-2.38,-1.97,-0.15,-1.1,-3.48,-2.08,1.24,-0.38,-1.35,1.99,-0.05,-1.07,0.07,-0.76,0.57,14.897037383832082,5.832311337012029,8.653732911202937,46.957294,-20.664484,0
Rv0050,ponA1,Probable bifunctional penicillin-binding protein 1A/1B PonA1 (murein polymerase) (PBP1): penicillin-insensitive transglycosylase (peptidoglycan TGASE) + penicillin-sensitive transpeptidase (DD-transpeptidase),NE,cell wall and cell processes,0.22,0.8,-0.14,-1.6,-0.07,-4.65,0.15,0.29,-0.78,0.1,0.94,0.48,-0.46,0.97,0.21,0.09,1.13,0.12,0.39,-1.33,0.07,-3.49,-1.75,-0.34,1.63,-1.52,-8.01,-3.6,0.93,0.44,4.02,0.1,1.92,0.72,0.64,0.67,-0.9,-5.17,0.68,-5.02,4.97,0.31,0.15,-0.16,-0.46,-0.18,-0.87,-1.59,-0.99,-1.92,-1.44,-0.31,-0.68,-3.91,0.59,-0.1,-0.59,-1.08,-1.03,-2.69,3.33,-0.42,-3.67,-0.92,1.2883624717839521,4.592338335161955,2.403028671747191,10.229061,8.835731,4
Rv0051,-,Probable conserved transmembrane protein,NE,cell wall and cell processes,-0.38,0.03,0.11,-0.1,0.63,-8.13,-0.69,0.44,-0.43,-0.58,-1.87,-1.21,0.66,1.11,0.9,-0.23,-0.35,0.15,-0.19,0.32,0.51,0.95,-1.21,-1.45,-2.5,-0.1,-2.86,-4.52,-0.71,-0.17,-2.14,-1.01,-1.05,-0.13,-0.2,-0.26,-0.03,0.82,0.55,-1.04,0.1,-2.19,-1.67,0.52,-0.84,0.04,0.05,1.7,4.3,-2.01,-1.59,0.82,-0.23,-0.29,0.39,0.13,0.27,1.12,-0.1,0.61,-0.6,-1.66,0.77,2.02,8.52257472141133,-2.956832145074328,0.4751635992600247,43.932266,-2.2184749,0
Rv0052,-,hypothetical protein,NE,conserved hypotheticals,-0.74,-0.58,0.17,-0.23,0.42,1.53,0.07,-0.09,-0.58,-0.35,0.48,0.17,-0.31,0.88,0.52,-0.48,0.29,0.06,0.01,0.34,0.45,-0.45,3.96,1.03,1.88,0.39,-2.18,-1.72,-0.0,-0.04,-0.99,-1.4,-0.33,-0.75,-0.89,-0.47,-0.63,-0.31,-0.18,0.83,-0.2,0.48,1.06,0.58,-0.87,0.03,0.12,0.07,0.18,-0.17,-0.15,0.06,-0.17,0.14,-1.05,0.14,-0.63,1.59,-0.02,0.11,-2.39,0.77,0.46,0.56,-1.3158222840761853,-1.2972541228464634,3.686143921510362,0.1421908,-3.2903352,4
Rv0053,rpsF,30S ribosomal protein S6 RpsF,ES,information pathways,0.31,-0.27,-0.19,-0.96,-0.24,0.0,5.64,0.94,5.92,4.64,-0.43,0.0,0.43,0.56,1.67,2.47,0.98,0.45,1.96,1.65,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46,0.34,0.0,-2.76,-3.41,1.67,0.9,-0.51,0.0,0.0,0.0,0.0,-0.2,-0.2,1.27,5.22,-1.41,-1.71,1.5,-0.77,0.19,0.14,0.0,0.3,3.77,0.0,0.0,0.65,0.0,-3.03,-3.03,-1.361292457566226,1.9625720873089672,2.2789195026041984,-45.656006,-12.435151,4
Rv0054,ssb,Single-strand binding protein Ssb (helix-destabilizing protein),ES,information pathways,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2251259562766768,-1.3959619714822178,0.682232532596242,-17.638168,-12.8002,3
Rv0055,rpsR1,30S ribosomal protein S18-1 RpsR1,ES,information pathways,-0.78,-0.46,-0.43,-2.72,-0.47,-8.84,-0.6,0.88,-6.58,-0.08,-0.33,2.54,2.86,-1.81,-0.04,-0.47,0.59,-0.01,3.62,0.56,1.03,3.2,-3.47,-7.95,-11.92,0.67,-6.74,-11.91,-1.97,-6.46,-9.4,0.26,2.77,-2.23,-0.85,-3.42,-2.02,-0.51,0.0,-2.42,3.93,-3.7,-3.7,0.0,-2.99,-0.27,0.03,-0.22,-1.17,4.01,3.56,0.32,0.23,-0.47,-3.8,1.12,4.2,1.46,-1.51,-3.86,-4.01,3.09,0.9,-0.19,22.455422347575748,3.6842725440988615,7.496570207256583,53.582455,-13.608213,0
Rv0056,rplI,50S ribosomal protein L9 RplI,NE,information pathways,-0.3,-0.16,0.02,-0.69,-0.68,-3.42,2.58,-0.12,3.18,2.01,0.86,-0.24,-1.1,0.13,0.96,0.7,1.06,0.32,0.37,0.28,1.61,-2.99,1.59,-5.44,-5.28,0.19,0.02,2.47,-0.54,-7.4,-3.18,1.23,-3.57,0.12,-0.29,-1.48,-0.87,-2.23,2.61,1.12,-0.98,7.14,4.56,-2.58,-1.56,-0.66,-0.8,-0.34,-0.37,4.2,4.1,-1.57,0.57,0.42,-3.31,-0.63,0.01,-2.35,-2.24,0.0,4.11,2.42,-5.45,-4.54,5.032650414359869,11.360348806463843,-2.891257817211029,67.239136,-9.239768,0
Rv0057,-,Hypothetical protein,NE,conserved hypotheticals,-0.35,-0.29,0.19,1.25,0.29,-3.97,0.32,-0.0,0.79,0.53,-0.99,-0.86,0.13,0.56,0.4,0.16,0.9,0.64,0.98,0.92,0.82,-2.41,5.71,-2.51,-0.87,-0.78,-0.57,0.96,-0.88,-3.48,-0.17,0.9,-2.53,-0.28,-0.07,0.59,-0.06,-0.32,-0.19,0.25,-0.55,0.89,0.54,-0.35,0.35,-0.45,-0.4,-0.27,-0.25,0.32,0.65,-0.55,-0.75,-0.07,-0.44,-0.68,0.01,1.02,-0.17,1.67,-0.68,0.33,-1.19,-1.4,2.1415069496638974,2.8752826503407247,-2.0092849516863964,8.382943,14.4003725,2
Rv0058,dnaB,Probable replicative DNA helicase DnaB,ES,information pathways,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,-0.26,0.1,-0.26,0.0,0.0,-0.26,0.0,0.0,-0.26,0.0,0.0,2.04,-0.1,-0.1,0.0,-0.1,0.25,0.0,0.03,0.0,-0.19,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8623867850231598,-1.1788231144277004,0.9401939837156131,-8.304444,7.693281,3
Rv0059,-,Hypothetical protein,GA,conserved hypotheticals,-0.12,-0.13,0.07,-0.26,-0.03,0.0,-0.53,-0.09,-0.42,-0.57,0.4,0.37,-0.03,0.14,0.83,-0.07,-0.12,-0.03,-0.17,-0.21,-0.04,0.66,0.71,0.85,0.25,0.05,0.15,-0.48,0.02,0.34,0.15,0.46,-0.03,-0.16,-0.11,-0.12,-0.74,-0.54,0.04,0.32,-0.07,0.19,0.25,0.05,-0.78,0.09,0.33,0.12,0.18,-0.23,-0.13,-0.16,-0.1,0.0,-0.09,0.03,0.08,-0.55,0.5,0.57,-0.11,-0.74,-0.07,1.17,-0.918459516300635,-1.99053008409057,0.8536338858187341,-13.226358,-11.727596,3
Rv0060,-,hypothetical protein,ES,conserved hypotheticals,-1.86,-2.27,0.42,-1.66,0.71,-5.92,0.95,-0.04,2.0,1.3,0.0,1.59,1.59,-3.01,0.52,0.45,2.27,1.24,0.05,2.08,0.39,0.29,-1.76,-7.86,-8.07,0.08,-5.24,-5.92,-1.19,-3.22,-8.45,-4.94,0.41,-1.22,-1.99,-0.28,-1.92,-2.01,2.14,0.63,-1.91,1.77,1.14,-0.63,0.37,-0.28,0.05,0.42,0.58,-0.6,-0.32,1.17,0.29,-0.04,7.45,0.26,2.7,-0.2,-0.32,2.08,0.93,-0.98,0.24,-0.22,14.770812764331897,2.3310875368689956,4.478942503800227,51.00865,-13.639714,0
Rv0062,celA1,"Possible cellulase CelA1 (endoglucanase) (endo-1,4-beta-glucanase) (FI-cmcase) (carboxymethyl cellulase)",NE,intermediary metabolism and respiration,0.1,0.01,0.2,-0.68,0.06,-0.88,-0.76,-0.0,-0.49,-0.84,-0.44,-0.22,0.22,-0.06,0.18,-0.18,-0.2,-0.11,0.04,0.33,0.04,0.93,-0.21,-0.89,-1.6,0.22,-0.02,-1.11,-0.16,-0.59,-1.69,-0.17,0.14,0.09,-0.05,-0.06,0.11,0.14,-0.6,2.97,0.34,0.09,-0.2,-0.29,-0.59,-0.07,-0.04,0.32,0.48,0.8,0.08,0.16,0.26,-0.02,0.23,0.08,-0.35,-0.05,0.18,0.59,-0.44,-0.11,-0.34,-0.44,1.7991788548037249,-1.1990987846694594,0.8831905962124798,-31.064371,-19.553654,3
